SQLDATE,SOURCEURL,AvgTone,article_text
2016-11-08,http://www.foxnews.com/opinion/2016/11/08/juan-williams-in-2016-election-jumped-shark-america.html,-1.97433366238894,"Editor's note: The following column originally appeared in The Hill newspaper and on TheHill.com.
We jumped the shark on this campaign a long time ago.
First, there was the hostile takeover of the Republican Party by a candidate with no qualifications to be president, given to shaming women about their looks, insulting Mexicans, and even demeaning a former prisoner of war, himself a former GOP presidential nominee, for getting captured.
Then the American press played stupid.
They equated one candidate’s reckless use of a private email server with the other candidate’s litany of disrepute — his reported failure to pay taxes; his insults of a Gold Star family; charges that he regularly groped women; as well as federal charges of racial bias against black people trying to rent apartments. Oh, and don’t forget charges of fraud at Trump University and the stories — never convincingly rebutted — of his corrupt use of money intended for charity.
Along this twisted road to elect a president, U.S. intelligence agencies concluded that Russia is trying to influence the election by attacking one candidate. And when — days before the election — the FBI director took a shot at the same candidate, the 2016 campaign totally went off the rails.
By that, I mean it went past all bounds of my prior experience with hardball political campaigns over the last 40 years.
The smart money is still on a Hillary Clinton victory. The bettors in Las Vegas and the polling/statistical analytics crowd have her as the favorite to seal the deal.
But her lead in the polls – both nationally and in the battleground states – has dwindled in the last week.
The nation is still shaking its collective head over FBI director James Comey’s letter to Congress stirring new suspicion about Clinton, without charges of misconduct or any evidence. The FBI’s credibility has been damaged. That damage has not been repaired by Comey's statement on Sunday, stating that the new emails had not changed his earlier conclusion that Clinton's deeds did not rise to the level of prosecutable offenses.
The actual election won’t end the craziness. This year’s campaign is just the latest chapter in years of polarized, dysfunctional national politics.
So as you watch Fox News for election coverage on Tuesday night, here is a viewer’s guide.
As we begin the contest, Clinton dominates the map. States that would be safe for any Democratic nominee give her just under 200 of the 270 electoral votes needed to win. Then there are four states very likely to add to her total — Virginia and the Midwestern trio of Minnesota, Wisconsin and Michigan.
If she can add Electoral College votes from Pennsylvania and New Hampshire — 20 from the former and four from the latter — she is on the brink of victory. Either Colorado or Nevada would carry her over the finish line.
Any sign that Donald Trump might grab one of those states threatens Clinton’s path to early victory.
Pay particular attention to Virginia. An early call that Clinton has won the state is a good sign for her in states with lots of college-educated whites and strong racial diversity — read that as auguring well for her chances in Colorado too.
Also keep an eye on Georgia, where the polls close at 7 p.m. The state has voted Republican in every presidential election for the last two decades. But Trump’s toxicity with racial minorities has given Democrats reason to believe they can do well. Trump holds the lead in polls. A close race here is bad news for him while a quick call for him will cheer his backers.
Staying in the south, there will be much attention paid to Florida and North Carolina.
Florida is critical with 29 electoral votes but it is never an early call because part of the state is on central time. The Tar Heel state, however, is likely to be an early bellwether. Polls close there at 7:30 p.m. As of Sunday, the RealClearPolitics polling average in the state showed a small advantage for Trump.
Texas is on my list for fun. The state has not voted for a Democratic presidential candidate since Jimmy Carter in 1976. But Trump’s racist rhetoric about Latinos has given Democrats new hope in the state with the second largest share of Hispanics in the nation: 39 percent. Polls show Trump leading but home-state Sen. Ted Cruz beat him in the state’s GOP primary by 17 points.
Stay up late to keep an eye on Utah. Trump can’t afford to lose a solid GOP state. But some recent polls show that independent candidate Evan McMullin, a former CIA officer and a Mormon, is competitive with Trump and Clinton. If McMullin wins, he will be the first third party candidate to claim electoral votes since George Wallace in 1968.
Arizona is worth watching too, because the Democrats see the state as their best hope for an election night shocker. Since September, Clinton has spent over $1 million on ads in the state, where 31 percent of the population is Hispanic. One indication that Clinton has a chance: she nabbed the endorsement of the state’s largest newspaper, the Arizona Republic, which has never endorsed a Democrat for president since it began publishing in 1890.
Get out the popcorn, start Tweeting and watch the returns come in. This is politics as soap opera or World Wrestling Federation — entertaining but at the end disheartening.
When all is said and done, 2016 remains the year that American politics jumped the shark."
2016-11-09,http://www.nytimes.com/2016/11/10/world/americas/mexico-donald-trump-peso.html,-3.19812792511701,
2016-11-10,http://www.cnn.com/2016/11/10/opinions/trump-america-for-muslims-alibhai-brown-opinion/,-1.34357005758157,"Editor’s Note: Yasmin Alibhai-Brown is a British columnist and author. She has written extensively on immigration and multiculturalism. The opinions in this article belong to the writer.
Story highlights
Yasmin Alibhai-Brown, as outspoken Muslim, says she didn't visit US for years after 9/11
Now she says she will stay away because of pride and prejudice
My best friend is, like me, a Shia Muslim who wears her faith lightly. She is a doctor in Pittsburgh. I visited her in October.
Two years ago, she had a heart attack and found it hard to stay away from the work she loves and excels at. She is back now, getting up at 6 every morning to go and look after her many devoted patients at the family practice she set up 40 years ago. She was always a proud American; she has a flag fluttering outside her house.
I’m trying to find the right words to say before phoning her.
Despair and panic must be spreading like a fever through families such as hers – and other decent, fair Americans, too. Many will want to leave. Apparently the Canadian immigration website crashed after the US election results.
In 2004, when George W. Bush was re-elected, a number of disillusioned US citizens moved to the UK. Today there are more Americans living in the UK (212,150) than there are Jamaicans (172,829), according to UN figures. I wonder how many more will now follow.
Several Muslims I know have been in the United States for decades. Some are successful professionals and business folk; others drive cabs or do low-paid jobs. It was never easy being a Muslim in that fervently Christian country, but they were resilient and grateful for the opportunities they had.
I made a Channel 4 documentary in 1996 on the Oklahoma City bombing. The bomber was a white American extremist, but several interviewees believed Muslims were to blame. The home of an Iraqi couple who had fled Saddam Hussein’s Iraq was attacked. She miscarried. One senator told me: “It wasn’t an Ali or Mohammed this time, but it could have been.”
Views on Election 2016
The paranoia was affirmed when terrorists struck on 9/11, and life got harder still for American Muslims. They got better organized and politicized. One of them, a millionaire and second-generation American explained: “We thought being quiet, hard-working and invisible would be enough. But no. We have to mobilize to stand up. America was a country made by people escaping religious persecution.” His wife is Jewish and an activist. On Wednesday, he rang me with all his strength drained: “This is a disaster. It’s over. But where can we go?”
In 2000, about 70% of American Muslims voted Republican. Donald Trump maligned these loyal citizens and promised to ban their co-religionists from the country. He was even contemptuous of the parents of Humayun Khan, a soldier killed in action in Iraq.
You do get pleasers such as Sajid Tarar, founder of American Muslims for Trump. But most other Muslims feel they have suddenly been deprived of their rightful place in this multifarious nation.
After 9/11, I didn’t go to the United States for several years because I was warned privately by some influential people that I, being outspoken and Muslim, was on some blacklist. I never knew for sure but stayed away. Now I must stay away because of pride (mine) and prejudice (theirs). America is no country for Muslims, Hispanics, feminists or African-Americans."
2016-11-10,http://www.nytimes.com/2016/11/10/world/trump-putin-xi-america.html,-0.642260757867691,
2016-11-10,http://radio.foxnews.com/2016/11/09/bell-african-american-men-supporting-trump-is-a-trend/,0.66666666666667,
2016-11-08,http://www.foxnews.com/politics/2016/11/08/fox-news-election-hq-stunning-studio-for-dramatic-presidential-race.html,0.47244094488189,"Viewers around the world tuning in to Fox News Channel for tonight’s election coverage will be seeing a stunning new set that Bill Hemmer calls “the most beautiful television studio” he’s ever walked into.
Fox News Election Headquarters opens for business at 6 p.m. ET, bringing viewers the latest news as Americans register their votes for Republican nominee Donald Trump and Democratic standard bearer Hillary Clinton. Top Fox News Channel personalities and pundits will helm the desks of Studio F, illuminated in red, white and blue and visible from New York City’s Avenue of the Americas.
“This race has captured the imagination of the entire country,” Hemmer, anchor of “America’s Newsroom,” said. “For us, we have been on the story every day for 15 months. It’s finally here, and we have given it -- what we believe -- an appropriate new home.”
Under a 29-foot ceiling, Studio F is home to 46 monitors, each pumping out more than 100 million pixels to bring the night to life for the viewers at home.
“We have so many different screens to display information on and so many different ways to give the producers opportunities to tell the story,” Fox News Senior Vice President of Technology & Operations Warren Vandeveer said. “This isn’t technology just for technology’s sake -- these screens are all real estate to put information in.”
Months of planning and coordination went in to installing the sleek new studio in space at the base of the News Corp building.
“What we built here is a very dynamic environment, so the way we are able to present the election results is going to be very clear,” Fox News Vice President of Broadcast Technology Peter Blangiforti said. “I’m proud of the accomplishment.”
Tonight, under the 528-square-foot video chandelier, viewers will see Bret Baier and Megyn Kelly leading the coverage, with Martha MacCallum presenting the latest exit poll data from the massive media wall, standing 9 feet tall and 30 feet wide. Just off camera lies the nerve center -- a state-of-the-art control room where Fox News producers employ the latest technology to bring information and stunning graphics into living rooms around the nation.
Just up the tempered-glass stairs is the Fox News Data Deck, where Hemmer will manage his video billboard, joined by top analysts who will break down the numbers as polls close and returns come in. Shannon Bream will join Hemmer on the balcony, keeping an eye on what people are posting on Twitter, Facebook and Instagram.
“We’ve seen this studio grow from infancy to the big unveiling tonight,” Fox News Election Headquarters Line Producer Valeria Riccioli told FoxNews.com. “Our biggest task has been to make sure we don’t get lost in the technology and make sure it functions editorially. The possibilities in this studio are endless.”
Fox News Senior Executive Producer Alan Komissaroff said the studio must live up to a dramatic and tumultuous election, between two candidates who captivated the public and generated unprecedented controversy.
“Either you have Donald Trump, this guy who no one even thought would be the nominee -- much less this close to the presidency -- going to the White House,” Komissaroff said. “Or, you have Hillary Clinton, the first female president, the wife of such a storied president in Bill Clinton. Either way, it’s a big story.”"
2016-11-09,http://www.nytimes.com/2016/11/09/world/europe/global-reaction-us-presidential-election-donald-trump.html,-0.77519379844961,
2016-11-10,http://nation.foxnews.com/2016/11/10/not-my-president-thousands-take-streets-major-cities-protest-trump-election,-10.6481481481481,"Not Available In Your Region
Fox Nation is only available in the United States and its territories.
Visit Fox News"
2016-11-10,http://www.nytimes.com/aponline/2016/11/09/world/americas/ap-lt-honduras-re-election.html,-7.62600526131873,
2016-11-09,http://www.cnn.com/2016/11/09/politics/clinton-votes-african-americans-latinos-women-white-voters/,-1.72711571675302,"Story highlights
Hillary Clinton's path to victory relied on reassembling the Obama coalition
But she failed to bring minorities and young people in the same numbers
Hillary Clinton just couldn’t hold onto the Obama coalition. And that proved to be a large part of her undoing.
African-American, Latino and younger voters failed to show up at the polls in sufficient numbers Tuesday to propel Clinton into the White House.
Clinton conceded the race after 2 a.m. ET. Before polls closed her campaign had been confident of victory. In the end, however, she lost even some states thought to be safely in her column, like Wisconsin. She trailed in others, like Pennsylvania and Michigan.
While she won the key demographic groups her campaign targeted, she underperformed President Obama across the board, even among women, according to exit poll data.
A slightly larger share of black and Latino voters cast ballots for Trump than supported Mitt Romney in 2012, despite Trump’s disparaging remarks on African-Americans, Mexicans and undocumented immigrants.
President Barack Obama, who captured the presidency with the help of the African-American and Latino communities, issued several personal pleas to black voters to back Clinton in recent weeks.
“If we let this thing slip and I’ve got a situation where my last two months in office are preparing for a transition to Donald Trump, whose staff people have said that their primary agenda is to have him in the first couple of weeks sitting in the Oval Office and reverse every single thing that we’ve done,” Obama said last week during an interview on a syndicated radio program.
But not enough African-Americans, along with Latinos, heeded the call.
Some 88% of African-American voters supported Clinton, versus 8% for Donald Trump, as of very early Wednesday morning. While that’s a large margin, it’s not as big as Obama’s victory over Mitt Romney in 2012. Obama locked up 93% of the black vote to Romney’s 7%.
Some 12% of the electorate was African-American this year, compared to 13% four years ago. That’s a key drop, especially when paired with a smaller-than-expected growth in Latino votes.
This lowered turnout happened even after Trump repeatedly made sweeping comments about how black communities were in the worst shape ever. Referring multiple times to “inner cities,” Trump said black people live in poverty, have no jobs and get shot walking down the street. “What do you have to lose?” he asked.
Read: Trump: Black communities in worst shape ‘ever, ever, ever
Clinton’s support among Latinos was even more tenuous, despite Trump pledging to build a wall on the Mexican border, accusing undocumented immigrants of being criminal aliens and promising to deport them.
Only 65% of Latinos backed her, while 29% cast their votes for Trump. In 2012, Obama won 71% of the Hispanic vote and Romney secured 27%.
Hispanics inched up to 11% of the electorate, up from 10% in 2012.
Read: What Donald Trump has said about Mexico and vice versa
Beyond the Obama coalition, Clinton was also not as popular with white voters as Obama was. She won only 37% of the white vote, compared to Obama’s 39%. Surprisingly, Trump also garnered a slightly smaller share than Romney, capturing 58% of the vote to Romney’s 59%.
White voters made up 70% of the electorate this year, down from 72% four years ago.
Read: White, working class and worried
Asian voters, which made up a tiny 4% of the electorate, were also less supportive of Clinton than of Obama. Some 65% of Asian voters cast ballots for her, as opposed to 73% for Obama in 2012.
Clinton also failed to capture as many young voters, who flocked to her rival Bernie Sanders in the primary and to Obama four years ago.
She won 55% of voters age 18 to 29, compared to 37% who cast ballots for Trump. But Obama secured 60% of these young voters to Romney’s 37%.
Read: Donald Trump’s trouble with women – an incomplete list
When it came to women voters, Clinton won 54% compared to Trump’s 42%. Even though 70% of voters said that Trump’s treatment of women bothered them, they still didn’t flock to the woman who could have broken the glass ceiling. Obama won 55% of the women’s vote in 2012."
2016-11-09,http://www.foxnews.com/politics/2016/11/09/world-leaders-welcome-trump-presidential-victory-with-mixed-reactions.html,1.09140518417463,"Donald Trump defied the polls and pundits until the very end, defeating Democratic nominee Hillary Clinton in Tuesday’s presidential election.
His win comes as a “wake-up call” to establishment politicians, as his win exposes the dissatisfaction with the way politicians have run things in the past.
Trump acknowledged during his acceptance speech early Wednesday morning saying America will “get along with all other nations willing to get along with us.”
The world took notice to this historic election as well. Some responses were hopeful for foreign relations to continue smoothly.
Russian President Vladimir Putin congratulated Donald Trump on winning the U.S. presidential election. The Kremlin said in a brief statement that Putin expressed ""his hope to work together for removing Russian-American relations from their crisis state.""
Putin also said he has ""confidence that building a constructive dialogue between Moscow and Washington that is based on principles of equality, mutual respect and a real accounting each other's positions, in the interests of our peoples and the world community.""
Turkey's justice minister Bekiz Bozdag also commented on the election telling the state-run Anadolu Agency on Wednesday, ""in essence our relations are relations between two states and we hope that under the new presidential term the Turkish-U.S. relations will be much better. That is our expectation.""
A top Palestinian official acknowledged on Wednesday that he doesn’t expect the U.S. positions to change on the Israeli-Palestinian conflict under Donald Trump.
Japan’s Chief Cabinet Secretary Yoshihide Suga said, ""We have been preparing so that we can respond to any situation because our stance is that our alliance with the U.S. remains to be the cornerstone of our diplomacy whoever becomes the next president.""
During his speech on Wednesday morning, Trump had a message of hope saying he plans for America to “deal fairly with everyone, all people, and all nations.”
In his campaign he has caused a great deal of controversy with his plans to withdraw from the Trans-Pacific Partnership, bring trade cases against China and his plans to deport all criminal aliens out of the country.
While some comments of Trump’s victory were positive, others were not as warm.
France’s Socialist government openly endorsed Clinton. French Foreign Minister Jean-Marc Ayrault said France would work with the new president, but expressed concern saying, ""We don't want a world where egoism triumphs.” Ayrault added, ""There is a part of our electorate that feels ... abandoned,"" including people who feel ""left behind"" by globalization.”
Indonesians called to question Americans who voted for the billionaire on social media. Some people say that under a Trump administration they fear they'll be prevented from visiting relatives and friends who live in America or traveling there as tourists.
A couple of Chinese participants at a U.S. Embassy event in Beijing say they'd welcome a Trump presidency, while another says he thinks the Republican candidate projects a flawed image of the United States.
Speaking of Cuba's leaders, Communist Party member and noted economist and political scientist Esteban Morales told the Telesur network that ""they must be worried because I think this represents a new chapter.""
Carlos Alzugaray, a political scientist and retired Cuban diplomat, said a Trump victory could, however, please some hard-liners in the Cuban leadership who worried that Cuba was moving too close to the United States too quickly.
Many people joked threatening to leave the U.S. in the event of a Trump win, however Canada and the prospect of Americans moving there appears to have drawn so much online interest that it has knocked out the country's immigration website.
Searches for ""move to Canada"" and ""immigrate to Canada"" spiked Tuesday night as election returns favored Republican nominee Donald Trump. ""Canada"" was a leading U.S. trend on Twitter, with more than 1 million tweets.
The NATO chief discussed Trump’s call for counter-terrorism efforts saying he’s ready to discuss his push further but a collective defense of Europe is needed.
Trump’s speech was one of inclusion, a desire for change and a new chapter for America with a message of creating a nation for all and helping world relations adding, “We will have great relations all around the world.”
The Associated Press contributed to this report."
2016-11-09,http://www.nytimes.com/2016/11/10/us/politics/donald-trump-presidential-agenda.html,-2.43142144638404,
2016-11-09,http://www.nytimes.com/2016/11/10/world/americas/trump-white-populism-europe-united-states.html,-3.46283783783784,
2016-11-10,http://www.cnn.com/2016/11/09/politics/donald-trumps-america/,-3.14685314685315,"In Donald Trump’s America, undocumented immigrants will be deported en masse, Arab Americans will be racially profiled and the United States will “bomb the s— out of ISIS.”
In Trump’s America, foreign Muslims will be banned from the US, Syrian refugees sent back to their war-torn country and free trade agreements torn to shreds. And, of course, the US will build a “great wall” on the US-Mexico border, which Mexico will have to pay for.
In Trump’s America, the US attorney general will push to indict the president’s general election rival.
That’s if everything goes as the Republican nominee has promised during his insurgent presidential campaign.
The newly-minted President-elect is now faced with the task of turning his hardline policy proposals into concrete legislative proposals and ultimately law. But with many of his more extreme proposals opposed even by some Republicans in Congress, Trump will face an uphill climb to implement the very proposals that drew his most ardent supporters to his insurgent campaign.
His challenges with uniting the American public behind his proposals were on clear display Wednesday as protests broke out from Boston to Los Angeles.
Should he succeed, though, in implementing the policies that carried him to victory in the Republican primaries and ultimately the general election, Trump would usher in a radical reimagining of the United States from its laws to its values.
Trump’s very election broke a set of barriers, becoming the first billionaire president and the first to have never before served in public office or the military. And while his business experience was a key part of his appeal to a broad swath of Americans, they will also raise unprecedented questions of conflict of interest and could pose challenges to his ability to sell legislative proposals that could affect his personal bottom line.
Beyond his businessman credo, it seems voters were most drawn to Trump’s promises to shake up Washington and implement radical change in every sector of government.
Obamacare
Trump has repeatedly promised to “immediately repeal and replace” Obamacare, to start. That is something congressional Republicans have been eager to accomplish, but unable to without a Republican president. But even with Trump in office, repealing and crafting a replacement for the law will be an arduous task in Congress, where Senate Democrats will fight the slim Republican majority’s efforts.
It’s still unclear exactly what Trump’s replacement will look like. He has vowed it will be “terrific” and said it will involve knocking down state insurance lines and incentivizing the establishment of health savings accounts.
Immigration
Even as Trump has unrelentingly promised at his rallies to build a wall on the US southern border with Mexico, his plan does not yet appear to have the backing of Republican Senate Majority Leader Mitch McConnell, who repeatedly dodged a question on whether he supports the wall.
“I want to achieve border security the way that’s most effective,” he told CNN’s Manu Raju Wednesday when asked about it.
The border wall proposal is just one of a slew of controversial immigration policies proffered by the real estate mogul, who launched his campaign by labeling undocumented Mexican immigrants criminals and “rapists.”
He has also vowed to deport all undocumented immigrants. In the latest iteration of that policy, he focused on the deportation of criminal undocumented immigrants, but he has not forsaken his pledge to deport all estimated 11 million who currently reside here illegally.
Trade
On trade, the Republican nominee has vowed to renegotiate or completely withdraw the US from NAFTA, the free trade agreement with Canada and Mexico that Trump has dubbed the “worst trade deal in history.” He could single-handedly do that without Congress, just as he could stymie the Trans-Pacific Partnership he has railed against.
He has also pledged to go after Chinese currency manipulation and impose additional tariffs of as much as 35% on certain foreign countries and on US companies that move their factories abroad – which could see consumer goods rise by that same percentage.
Trump’s presidency could radically alter the increasingly interconnected global economy, which has shot in the direction of more free trade, not less, in recent years. His presidency could usher in a more protectionist era.
Terrorism
Trump will also seek to rethink how the US combats terrorists, tossing aside the attempts by Presidents George W. Bush and Barack Obama to bring Muslim-Americans and other Muslim countries into the fold, rather than risk alienating them.
Trump has said he would seek to work with Muslim countries eager to join in the fight against ISIS, but he has also stoked Islamophobic sentiment in the US and proclaimed, “Islam hates us.”
His rhetoric on the campaign trail and policy proposals on that matter could prove a roadblock to those efforts of increased cooperation with Muslim majority countries. During his presidential bid, Trump called for the creation of a national database to register all Muslims living in the US, called for targeted surveillance of US mosques.
And last December, he famously called for a “total and complete shutdown of Muslims entering the United States,” a proposal he has never explicitly retracted. Trump has since focused on his “extreme vetting” proposal, which would include a ban on individuals from terror-prone countries, though he has not outlined which countries will be included in that list.
It is still unclear exactly how he will take on ISIS in Syria and Iraq. Trump has at times said he is open to sending in tens of thousands of US troops and consistently vowed to “bomb the s***t out of ISIS.”
At other times, he’s said he would like to keep the US out of the civil war in Syria, and instead favored ceding regional influence to Russia.
He has promised to work toward a closer relationship with Russia, which has ensconced itself as a top US adversary in recent years, and has promised to renegotiate the Iran deal, which he has trashed.
Economic policy
Trump’s economic proposals have focused on tearing down government regulations he views as overly burdensome on US businesses – which would include undoing environmental protections erected under the Obama administration – and reforming the US tax code.
But a cloud of uncertainty hangs over how the whopping across-the-board tax cuts he has promised will affect the US deficit. While he has promised to keep the proposals revenue-neutral, tax policy experts have said Trump’s proposals could add billions, if not trillions, of dollars to the US debt.
Ultimately, many in Washington and across the country are now wondering how much of Trump’s campaign promises will the soon-to-be president stick to once he walks into the Oval Office and the Situation Room.
Beyond the campaign promises and incendiary rhetoric during his 17 months campaigning for his job as president, Trump also repeatedly touted his willingness to compromise and reach “deals.”
Pressed on his immigration proposals in March on Fox News, Trump offered a simple reply: “Everything is negotiable.”"
2016-11-09,http://www.nytimes.com/2016/11/10/world/americas/donald-trump-foreign-policy.html,-3.75,
2016-11-08,http://www.foxnews.com/opinion/2016/11/08/very-real-threat-to-jobs-that-americans-need-to-remember-on-election-day.html,-4.3956043956044,"This has been an election campaign like no other. But amid so many surprises and so much controversy, some critical policy debates have been mostly overlooked. In the case of energy policy, millions of American workers may not realize their jobs are under threat, and they deserve to know why.
The threat comes from “keep it in the ground” groups totally opposed to fossil fuels, and the influence they are exerting over some political candidates this year. Groups like 350.org and Food & Water Watch want to ban hydraulic fracturing, often called fracking, an essential technology for producing domestic oil and natural gas. And the candidates have taken notice.
“By the time we get through all of my conditions, I do not think there will be many places in America where fracking will continue to take place,” presidential candidate Hillary Clinton said during the Democratic primary. “I’m going to pledge to stop fossil fuels,” she said at another time.
During the primary, Clinton was competing with U.S. Senator Bernie Sanders for the support of “keep it in the ground” activists. “Let me make it as clear as I can be … we are going to ban fracking in 50 states of this country,” Sanders said.
While Sanders eventually lost the primary to Clinton, he ensured that Bill McKibben – founder of 350.org and the leader of the “keep it in the ground” campaign – was appointed to the Democratic Party’s platform committee. McKibben has called for a “full-scale war” on global warming and pins the label of “climate denier” on anyone of proposes a single new oil and gas well.
The pressure coming from the environmental left should concern us all, because banning fracking would be extraordinarily costly. According to a new report from the U.S. Chamber of Commerce, the nation would lose 14.8 million jobs nationally by 2022, and not just in energy. The drastic reduction in domestic oil and gas supplies would drive up prices and return us to dependence on foreign energy imports, sending shockwaves through the economy and hurting other sectors like manufacturing.
“A ban on hydraulic fracturing would result in Ohio losing 400,000 jobs, with union jobs comprising a significant portion of this total,” the report from the Chamber’s Institute for 21st Century Energy states. “Our modeling indicates that $33 billion in state GDP in Ohio would be lost, with the majority of those losses attributed to the higher costs for energy that Ohio businesses would be forced to pay.”
These costs would also hit family budgets very hard. According to the report, living expenses for the average American household would jump by almost $3,500 per year. In Ohio, it would be worse, to the tune of $4,000 a year.
True, this has been an unorthodox year in American politics. But it’s stunning that any candidate – on the left or right – would play along with the idea of a national fracking ban when the economic impacts are so drastic. People not competing for votes from the radical left know better. Even President Obama has rushed to take credit for the lower energy prices made possible by fracking. “Gas is $2 a gallon,” he boasted in a recent speech. “Thanks, Obama!”
It’s tempting to shrug off the things candidates say on the campaign trail. So-called political experts will dismiss these remarks – and even full-fledged policy proposals – as unrealistic promises the candidates know they can’t keep.
But in the case of energy policy, we shouldn’t let the candidates off the hook, not when the stakes are so high. We should take them at their word, unless and until they are willing to retract those troubling statements.
And we should all ask ourselves why these candidates caved under pressure from “keep it in the ground” groups in the first place. Because if it happened once, it could happen again."
2016-11-09,http://www.nytimes.com/2016/11/10/world/americas/as-donald-trump-took-the-lead-canadas-immigration-website-buckled.html,-5.34124629080119,
2016-11-08,http://nation.foxnews.com/2016/11/07/last-call-america-trump-we-must-clean-corruption-clinton-ill-look-common-ground,2.38095238095238,"Not Available In Your Region
Fox Nation is only available in the United States and its territories.
Visit Fox News"
2016-11-09,http://latino.foxnews.com/latino/politics/2016/11/09/trump-presidential-win-elicits-disbelief-fears-and-some-cheers-around-world/,-1.25,"This material may not be published, broadcast, rewritten, or redistributed. ©2026 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by LSEG."
2016-11-10,http://radio.foxnews.com/2016/11/10/president-elect-donald-trump-to-american-people-spectacular-things-headed-your-way/,3.47222222222223,"President-Elect Donald Trump to American People: “Spectacular Things” Headed Your Way
Following his Oval Office sit-down, President-elect Trump spent his afternoon with Congressional leadership.
FOX’s�Jared Halpern has more from the Capitol:
President-elect Trump emerged from a meeting with House Speaker Paul Ryan, promising to work rapdily on a legislative agenda that will include health care, immigration and taxes:
(President-elect Trump) “I think we’re going to do some absolutely spectacular things for the American people.”
Speaker Ryan offered the President-elect a look at the inaugural platform being constructed where Mr. Trump will be sworn-in next year. A view the President-elect called really, really beautiful, as he was led into his next meeting with Senate Majority Leader Mitch McConnell.
At the Capitol, Jared Halpern, FOX News."
2016-11-09,http://latino.foxnews.com/latino/politics/2016/11/09/trump-presidential-victory-triggers-protests-and-vigils-across-us/,-0.69444444444445,"This material may not be published, broadcast, rewritten, or redistributed. ©2026 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by LSEG."
2016-11-09,http://radio.foxnews.com/2016/11/09/karl-rove-people-rose-up-voted-trump-because-they-were-tired-of-what-obama-has-done-to-america/,0.73529411764706,"Karl Rove: People Rose Up & Voted Trump Because They Were Tired Of What Obama Has Done To America
Karl Rove, former Deputy Chief of Staff and Senior Advisor to President George W. Bush, stopped by Kilmeade & Friends to break down how Donald Trump pulled off the upset victory over Hillary Clinton. Rove said he was blown away by Trump winning Wisconsin, something he thought would never happen. Karl also explained how Evangelicals played a big role in helping propel Trump to victory and how some of the rhetoric on the left has been more hurtful than anything Trump has said in the past.
Plus, Rove on how Bush 43 helped streamline the transition process from president to president-elect.
Watch here:"
2016-11-08,http://nation.foxnews.com/2016/11/08/election-day-2016-trump-or-clinton-time-decide-america-good-luck,1.22950819672131,"Not Available In Your Region
Fox Nation is only available in the United States and its territories.
Visit Fox News"
